;author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia;issue_russia;source 
;Пришвин М.;Маралова гать;Руль;Берлин;газета;№2299;1928;21.06;;;;2;;;;;
;Волков М.;Жилтоварищество №1331;Руль;Берлин;газета;№2300;1928;22.06;;отрывок;;2—3;;;Новый мир;;
;Четвериков С.;Борьба за мужчину;Руль;Берлин;газета;№2301;1928;23.06;;отрывок;Сытые дни;2—3;;;К.П.;;
;Попов Ю.;В китайском театре;Руль;Берлин;газета;№2302;1928;24.06;;;;7—8;;;К.П.;;
;Ардов В.;Сцена и жизнь;Руль;Берлин;газета;№2302;1928;24.06;;;;8;;;Огонек;;
;Замятин Е.И.;Десятиминутная драма;Руль;Берлин;газета;№2303;1928;26.06;;;;2;;;Гул Земли;;
;Ласковая Ф.;О любви;Руль;Берлин;газета;№2308;1928;01.07;;;;7—8;;;Пр;;
;Федорович В.;Нивесть что;Руль;Берлин;газета;№2311;1928;05.07;;;;2—3;;;К.П.;;
;Козырев М.;Доберман;Руль;Берлин;газета;№2314;1928;08.07;;;;7—8;;;К.Н;;
;Стонов Д.;Башмачки;Руль;Берлин;газета;№2315;1928;10.07;;;;2—3;;;К.П.;;
;Маяковский В.В.;«Общее» и «мое»;Руль;Берлин;газета;№2316;1928;11.07;;;;6;;;К.П.;;
;Зорич А.;Проба карандаша;Руль;Берлин;газета;№2320;1928;15.07;;;;8;;;Пр;;
;Кутуй Г.;Старый пильщик;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Акопян А.;Песнь труда;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Каладзе К.;Мхедрули;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Джансугуров И.;Шаги трех союзников;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Герд К.;Удмурт;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Юлтый Д.;Наши дни;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Лыткин В.;Родная страна;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Чавайн С.;Открытие области Мари;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;7;;;;;
;Акбаев Р.;Песнь серпа;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;8;;;;;
;Чекес С.;Пастух;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;8;;;;;
;Сосюра В.;О, не напрасно, нет, в степях гремели пушки;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;8;;;;;
;Дубовка В.;Поступь твердая, смелый взгляд;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;8;;;;;
;Рустем Задэ Сулейман;В кузнице;Руль;Берлин;газета;№2320;1928;15.07;стихи;;;8;;;;;
;Жаров А.;Новый мещанин;Руль;Берлин;газета;№2322;1928;18.07;стихи;;;6;;;Пр;;
;Лидин В.;Золото;Руль;Берлин;газета;№2323;1928;19.07;;;;2—3;;;Известия;;
;Ларионов Н.;Горячая земля;Руль;Берлин;газета;№2325;1928;21.07;;;;2—3;;;К.Н;;
;Павлов В.;За что боролись?;Руль;Берлин;газета;№2326;1928;22.07;;;;7—8;;;Сб;;
;Пасынков Л.;По хуторам коневодов;Руль;Берлин;газета;№2327;1928;24.07;;;;2—3;;;Красная газета;;
;Маяковский В.В.;Дом Герцена;Руль;Берлин;газета;№2328;1928;25.07;стихи;;;6;;;;;
;Зощенко М.М.;Мелкое происшествие;Руль;Берлин;газета;№2330;1928;27.07;;;;4;;;Сб;;
;Вересаев В.;Случай;Руль;Берлин;газета;№2335;1928;02.08;;;;2;;;Сб;;
;Уткин И.;Шесть глав;Руль;Берлин;газета;№2338;1928;05.08;стихи;;;7—8;июль 1928;;У;;
;Козаков М.;Именины;Руль;Берлин;газета;№2340;1928;08.08;;;;5;;;;;
;Романов П. ;Голубое платье;Руль;Берлин;газета;№2343;1928;11.08;;отрывок;;2—3;;;;;
;Романов П. ;Голубое платье;Руль;Берлин;газета;№2344;1928;12.08;;отрывок;;4;;;;;
;Романов П. ;Легкая служба;Руль;Берлин;газета;№2346;1928;15.08;;;;5;;;К.Н;;
;Сергеев-Ценский С.Н.;Прах Аджи-Османа;Руль;Берлин;газета;№2349;1928;18.08;;отрывок;;2—3;;;;;
;Яковлев А.;Мужик;Руль;Берлин;газета;№2350;1928;19.08;;;;7—8;;;;;
;Сергеев-Ценский С.Н.;Прах Аджи-Османа;Руль;Берлин;газета;№2351;1928;21.08;;отрывок ;;2—3;;;К.Н;;
;Павлов В.;Стойкая борьба;Руль;Берлин;газета;№2352;1928;22.08;;;;5;;;Сб;;
;Зощенко М.М.;Не все потеряно;Руль;Берлин;газета;№2356;1928;26.08;;;;7—8;;;;;
Перепутано имя;Вересаев В.;За гранью;Руль;Берлин;газета;№2359;1928;30.08;;;;2—3;;;;;
;Туманяк О.;Каменная баня;Руль;Берлин;газета;№2362;1928;02.09;;;;5;;;Прожектор;;
;Доржелес Р.;У бедуинов;Руль;Берлин;газета;№2362;1928;02.09;;;;7—8;;;К.Н;;
;Голлербах Э.;По земле Новгородской;Руль;Берлин;газета;№2365;1928;06.09;;;;2;;;Красная газета;;
;Инбер В.;Не плачь, Нинель;Руль;Берлин;газета;№2371;1928;13.09;;;;2—3;;;Пр;;
;Леонов Л.;Месть;Руль;Берлин;газета;№2372;1928;14.09;;;;2—3;;;Красная новь;;
;Леонов Л.;Месть;Руль;Берлин;газета;№2373;1928;15.09;;;;2;;;Красная новь;;
;Ширяев П.;Последная ревизия;Руль;Берлин;газета;№2380;1928;23.09;;;;7—8;;;К.Н;;
;Пришвин М.;Журавлиная родина;Руль;Берлин;газета;№2385;1928;29.09;;отрывок;Маралово;2—3;;;К.Н;;
;Зощенко М.М.;Баретки;Руль;Берлин;газета;№2386;1928;30.09;;;;7—8;;;Сб;;
;Есенин С.А.;Я одежу тебя побирушкой;Руль;Берлин;газета;№2386;1928;30.09;;;;7;1925 20 марта;;В.М.;;
;Алексеев Г.;Шкап;Руль;Берлин;газета;№2392;1928;07.10;;;;7—8;;;К.Н;;
;Пришвин М.;Кость;Руль;Берлин;газета;№2393;1928;09.10;;;;2—3;;;;;
;Вересаев В.;У черного крыльца;Руль;Берлин;газета;№2395;1928;11.10;;;;2—3;;;Сб;;
;Сергеев-Ценский С.Н.;Полубог;Руль;Берлин;газета;№2397;1928;13.10;;;;2;;;;;
;Сергеев-Ценский С.Н.;Четыре подковы;Руль;Берлин;газета;№2397;1928;13.10;;;;2;;;;;
;Грин А.С.;Гнев отца;Руль;Берлин;газета;№2404;1928;21.10;;;;5—6;;;Красная Н;;
;Алексеев Г.;Полет;Руль;Берлин;газета;№2409;1928;27.10;;;;2—3;;;Известия;;
;Асеев Н.;Старый быт—бить;Руль;Берлин;газета;№2416;1928;04.11;;;;8;;;;;
;Уткин И.;В Туле, близ Кишинева;Руль;Берлин;газета;№2416;1928;04.11;;;;8;;;;;
;Казин В.;Признание;Руль;Берлин;газета;№2416;1928;04.11;;;;8;;;;;
;Вересаев В.;У дервишей;Руль;Берлин;газета;№2417;1928;05.11;;;;2;;;;;
;Сергеев-Ценский С.Н.;Дети;Руль;Берлин;газета;№2425;1928;15.11;;;;2;;;;;
;Пришвин М.;Маленькие рассказы;Руль;Берлин;газета;№2427;1928;17.11;;отрывок;Дрова;2;;;;;
;Пришвин М.;Маленькие рассказы;Руль;Берлин;газета;№2427;1928;17.11;;отрывок;Книга хорошого Обращения;2;;;;;
;Буданцев С.;Общежитие на Плющихе;Руль;Берлин;газета;№2428;1928;18.11;;;;7—8;;;П;;
;Подъячев С.П. ;Критик;Руль;Берлин;газета;№2429;1928;20.11;;;;2;;;Пр;;
;Огнев Н.;Тайные общества;Руль;Берлин;газета;№2431;1928;23.11;;отрывок;;4—5;;;;Дневник…;
;Пришвин М.;Рассказ егеря;Руль;Берлин;газета;№2436;1928;29.11;;отрывок;Двойной след;2—3;;;Красная Н;;
;Яковлев А.;Легенда;Руль;Берлин;газета;№2439;1928;02.12;;;;2—3;;;К.Н;;
;Инбер В.;Место под солнцем;Руль;Берлин;газета;№2439;1928;02.12;;;;9—10;;;;В Петрплисе ;
;Павленко П.;Ковер;Руль;Берлин;газета;№2440;1928;04.12;;;;2—3;;;Новый мир;;
;Сергеева Е.;Уроки жизни;Руль;Берлин;газета;№2442;1928;06.12;;;;2—3;;;Пр;;
;Гаузнер Г.;Гинчвишский лес;Руль;Берлин;газета;№2445;1928;09.12;;;;7—8;1927;;Новый мир;;
;Яковлев А.;Благополучие;Руль;Берлин;газета;№2446;1928;11.12;;отрывок;;2—3;;;Новый мир;;
;Яковлев А.;Благополучие;Руль;Берлин;газета;№2448;1928;13.12;;отрывок;;2—3;;;;;
;Подъячев С.П. ;Преставился;Руль;Берлин;газета;№2451;1928;16.12;;;;4;;;К.Н;;
;Правдухин В.;На медведей;Руль;Берлин;газета;№2451;1928;16.12;;отрывок;;5—6;;;Пр;;
;Правдухин В.;На медведей;Руль;Берлин;газета;№2452;1928;18.12;;отрывок;;2—3;;;Пр;;
;Шкапская М.;Полет моего шарфа;Руль;Берлин;газета;№2456;1928;22.12;;;;2—3;;;Огонек;;
;Чуковский К.И.;Детское;Руль;Берлин;газета;№2462;1929;01.01;;;;5;;;Красная газета;;
;Акульшин Р.;Гнедой околел;Руль;Берлин;газета;№2466;1929;06.01;;;;7—8;;;;;
;Пришвин М.;Рассказы;Руль;Берлин;газета;№2467;1929;08.01;;отрывок;Моральный человек;2;;;Новый мир;;
;Пришвин М.;Рассказы;Руль;Берлин;газета;№2467;1929;08.01;;отрывок;Папаня;2—3;;;Новый мир;;
;Пришвин М.;Рассказы;Руль;Берлин;газета;№2467;1929;08.01;;отрывок;Пойма;2—3;;;Новый мир;;
;Пильняк Б.А., Платонов А.;Че-че-о;Руль;Берлин;газета;№2469;1929;10.01;;отрывок;;2—3;;;Новый мир;;
;Пильняк Б.А., Платонов А.;Че-че-о;Руль;Берлин;газета;№2470;1929;11.01;;отрывок;;2;;;Новый мир;;
;Пильняк Б.А., Платонов А.;Че-че-о;Руль;Берлин;газета;№2471;1929;12.01;;отрывок;;2—3;;;Новый мир;;
;Алексеев Г.;Человек и его дело;Руль;Берлин;газета;№2472;1929;13.01;;;;7—8;;;Новый мир;;
;Пришвин М.;Белая собака;Руль;Берлин;газета;№2477;1929;19.01;;;;2—3;;;Огонек;;
;Чуковский К.И.;Колотки и копатки;Руль;Берлин;газета;№2490;1929;03.02;;;;2—3;;;;;
;Бессонов Н.;Баран на бойне;Руль;Берлин;газета;№2494;1929;08.02;;;;2;;;К П;;
;Шагинян М.С.;Змеиная женщина;Руль;Берлин;газета;№2496;1929;10.02;;;;7—8;;;Огонек;;
;Ширяев П.;Двое;Руль;Берлин;газета;№2506;1929;22.02;;;;2—3;;;;;
;Толстой А.Н.;Мой сосед;Руль;Берлин;газета;№2508;1929;24.02;;;;2—3;;;Огонек;;
;Шишков В.;Зверолов;Руль;Берлин;газета;№2515;1929;03.03;;;;2—3;;;;;
;Яковлев А.;Птицы в Арктике;Руль;Берлин;газета;№2515;1929;03.03;;;;7—8;;;;;
;Сергеева Е.;Хорошая партия;Руль;Берлин;газета;№2521;1929;12.03;;;;2;;;Пр;;
;Пришвин М.;Старухина тропа;Руль;Берлин;газета;№2523;1929;14.03;;;;2;;;Сб;;
;Алексеев Г.;Приданое;Руль;Берлин;газета;№2526;1929;17.03;;;;7—8;;;;;
;Зорич А.;Шутка;Руль;Берлин;газета;№2533;1929;26.03;;;;2—3;;;Пр;;
;Пильняк Б.А.;Северное сияние;Руль;Берлин;газета;№2537;1929;31.03;;;;7;;;Пр;;
;Лидин В.;Искатели;Руль;Берлин;газета;№2542;1929;07.04;;отрывок;Париж;7—8;;;Красная Н;;
;Пришвин М.;Русская весна;Руль;Берлин;газета;№2558;1929;26.04;;;Прилет зябликов;3;;;К.Н;;
;Пришвин М.;Русская весна;Руль;Берлин;газета;№2558;1929;26.04;;;Появление сморчков;3;;;К.Н;;
;Пришвин М.;Русская весна;Руль;Берлин;газета;№2558;1929;26.04;;;Майский мороз;3;;;К.Н;;
;Толстой А.Н.;Петр 1;Руль;Берлин;газета;№2560;1929;28.04;;;;7—8;;;;;
;Смирнов Н.;Весна;Руль;Берлин;газета;№2570;1929;12.05;;;;7—8;;;;;
;Алексеев Г.;Внезапный день;Руль;Берлин;газета;№2578;1929;23.05;;;;2—4;;;;;
;Смирнов Н.;На Волге;Руль;Берлин;газета;№2582;1929;28.05;;;;2—3;;;;;
;Лидин В.;Гурий;Руль;Берлин;газета;№2592;1929;08.06;;;;2;;;;;
;Романов П. ;Осень;Руль;Берлин;газета;№2599;1929;16.06;;отрывок;;2—3;;;;;
;Романов П. ;Осень;Руль;Берлин;газета;№2600;1929;18.06;;отрывок;;2—3;;;;;
;Романов П. ;Осень;Руль;Берлин;газета;№2602;1929;20.06;;отрывок;;2;;;;;
;Панфилов Е.;Ревность ;Руль;Берлин;газета;№2616;1929;06.07;;;;2;;;КР. П.;;
;Инбер В.;Где ничего не случается;Руль;Берлин;газета;№2617;1929;07.07;;;;2—3;;;;;
;Дроздов А.;Дверь со львами;Руль;Берлин;газета;№2617;1929;07.07;;отрывок;;7—8;;;;;
;Романов П. ;Зима;Руль;Берлин;газета;№2621;1929;12.07;;отрывок;;2—4;;;;;
;Романов П. ;Зима;Руль;Берлин;газета;№2622;1929;13.07;;отрывок;;2—3;;;;;
;Дроздов А.;Дверь со львами;Руль;Берлин;газета;№2623;1929;14.07;;отрывок;;7—8;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2624;1929;15.07;;отрывок;;4;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2625;1929;16.07;;отрывок;;4;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2627;1929;19.07;;отрывок;;4;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2630;1929;23.07;;отрывок;;4;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2631;1929;24.07;;отрывок;;4;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2633;1929;26.07;;отрывок;;4;;;;;
;Слонимский М.;Городское происшествие;Руль;Берлин;газета;№2635;1929;28.07;;;;2—4;;;;;
;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2636;1929;30.07;;отрывок;;4;;;;;
;Караваева А.;Жалобная книга;Руль;Берлин;газета;№2636;1929;30.07;;;;2—3;;;;;
;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;1929;02.08;;отрывок;Учительница и медведь;2—3;;;;;
;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;1929;02.08;;отрывок;Медведица-мать;2—3;;;;;
;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;1929;02.08;;отрывок;Чулок;2—3;;;;;
;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;1929;02.08;;отрывок;Больной;2—3;;;;;
;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;1929;02.08;;отрывок;Орехи;2—3;;;;;
;Безыменский А.;Выстрел;Руль;Берлин;газета;№2643;1929;06.08;драма;;;2—3;;;Молодая гвардия;;
;Шишков В.;Маленькие люди;Руль;Берлин;газета;№2659;1929;25.08;;отрывок;Бой с заречными;7—8;;;К.Н;;
;Шишков В.;Маленькие люди;Руль;Берлин;газета;№2659;1929;25.08;;отрывок;Мелюзга;7—8;;;К.Н;;
;Лидин В.;Матрос;Руль;Берлин;газета;№2664;1929;31.08;;;;2;;;К.Н;;
;Пильняк Б.А.;Покупатели старины;Руль;Берлин;газета;№2671;1929;08.09;;отрывок;;2—3;;;К.Н;;
;Обручев С.;С аэроплана на оленей;Руль;Берлин;газета;№2671;1929;20.09;;;;2—3;;;Новый мир;;
;Соколов-Микитов И.;Дороги;Руль;Берлин;газета;№2684;1929;24.09;;;;2—3;;;Новый мир;;
;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2690;1929;01.10;;отрывок;;2—3;;;;;
;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2692;1929;03.10;;отрывок;;2;;;;;
;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2694;1929;05.10;;отрывок;;2;;;;;
;Зощенко М.М.;..ма с цветами;Руль;Берлин;газета;№2695;1929;06.10;;;;7—8;;;;;
;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2699;1929;11.10;;отрывок;;2;;;;;
;Сергеева Е.;С натуры;Руль;Берлин;газета;№2701;1929;13.10;;;;7—8;;;;;
;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2706;1929;19.10;;отрывок;;2;;;;;
;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2708;1929;22.10;;отрывок;;2—3;;;;;
?;Федин К.А.;Новый язык;Руль;Берлин;газета;№2709;1929;23.10;;;;2—3;;;;;
;Гроссман Л.;Смерть Пушкина;Руль;Берлин;газета;№2719;1929;03.11;;отрывок;;2—3;;;;;
;Гроссман Л.;Смерть Пушкина;Руль;Берлин;газета;№2720;1929;05.11;;отрывок;;2;;;;;
;Кольцов М.;Мертвая петля;Руль;Берлин;газета;№2724;1929;09.11;;;;2;;;;;
;Буданцев С.;Возраст;Руль;Берлин;газета;№2725;1929;10.11;;;;7—8;;;Прожектор;;
;А. …;Новый быт;Руль;Берлин;газета;№2726;1929;12.11;;;;4;;;Прожектор;;
;Инбер В.;Внимание;Руль;Берлин;газета;№2729;1929;15.11;;;;2—3;;;К.Н;;
;Фирса.. А.;Справедливость;Руль;Берлин;газета;№2730;1929;16.11;;;;7—8;;;К.Н;;
;Бедный Д.;Ната;Руль;Берлин;газета;№2733;1929;20.11;;;;2—3;;;;;
;Чуковский К.И.;Маленькие дети;Руль;Берлин;газета;№2736;1929;24.11;;отрывок;Прилушиваюсь;7—8;;;;;
;Чуковский К.И.;Маленькие дети;Руль;Берлин;газета;№2736;1929;24.11;;отрывок;Словесные бунты;7—8;;;;;
;Чуковский К.И.;Детские стишки;Руль;Берлин;газета;№2748;1929;08.12;;;;8;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2749;1929;10.12;;отрывок;Колпак ;4;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2749;1929;10.12;;отрывок;Непредвиденное обстоятельство;4;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2749;1929;10.12;;отрывок;Зеленая продукция;4;;;;;
;Пришвин М.;Сославино;Руль;Берлин;газета;№2752;1929;13.12;;;;2—3;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2752;1929;13.12;;отрывок;;4;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2754;1929;15.12;;отрывок;Зубное дело;7;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2754;1929;15.12;;отрывок;Чудный отдых;7—8;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2754;1929;15.12;;отрывок;Драка;8;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2755;1929;17.12;;отрывок;;5;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2756;1929;18.12;;отрывок;;5;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2757;1929;19.12;;отрывок;;3;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2759;1929;21.12;;отрывок;;3;;;;;
;Чуковский К.И.;Маленькие дети;Руль;Берлин;газета;№2760;1929;22.12;;;;7;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2761;1929;24.12;;отрывок;;5;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2763;1929;28.12;;отрывок;;3;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2764;1929;29.12;;отрывок;;5—6;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2765;1929;31.12;;отрывок;;4—5;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2766;1930;01.01;;отрывок;;6—7;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2767;1930;03.01;;отрывок;;5—6;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2768;1930;04.01;;отрывок;;3;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2769;1930;05.01;;отрывок;;5—6;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2770;1930;07.01;;отрывок;;5—6;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2771;1930;08.01;;отрывок;;5—6;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2772;1930;09.01;;отрывок;;3;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2773;1930;10.01;;отрывок;;5—6;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2774;1930;11.01;;отрывок;;3;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2775;1930;12.01;;отрывок;;5—6;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2775;1930;12.01;;отрывок;Засыпались;7;;;;;
;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2775;1930;12.01;;отрывок;Пожар;7;;;;;
;Анов Н.;Голуби;Руль;Берлин;газета;№2776;1930;14.01;;;;2—4;;;Пр;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2776;1930;14.01;;отрывок;;5;;;;;
;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2777;1930;15.01;;отрывок;;6;;;;;
;Булгаков М.М.;Зойкина квартира;Руль;Берлин;газета;№2778;1930;16.01;драма;отрывок;Из 1 действия;2—3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2779;1930;17.01;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2780;1930;18.01;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2781;1930;19.01;;отрывок;;5—6;;;;;
;Зощенко М.М.;Закорючка;Руль;Берлин;газета;№2781;1930;19.01;;;;7;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2782;1930;21.01;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2783;1930;22.01;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2784;1930;23.01;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2785;1930;24.01;;отрывок;;5;;;;;
;Соколов-Микитов И.;Тайфун;Руль;Берлин;газета;№2785;1930;24.01;;;;2—4;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2786;1930;25.01;;отрывок;;5;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2787;1930;26.01;;отрывок;;5—6;;;;;
;Борисов Л.;Экипаж для детей;Руль;Берлин;газета;№2787;1930;26.01;;;;9;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2788;1930;28.01;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2789;1930;29.01;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2790;1930;30.01;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2791;1930;31.01;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2792;1930;01.02;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2793;1930;02.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2794;1930;04.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2795;1930;05.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2796;1930;06.02;;отрывок;;5;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2797;1930;07.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2798;1930;08.02;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2799;1930;09.02;;отрывок;;9;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2800;1930;11.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2801;1930;12.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2802;1930;13.02;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2803;1930;14.02;;отрывок;;5;;;;;
;Шпанов Н.;Холгол—остров кумки;Руль;Берлин;газета;№2803;1930;14.02;;отрывок;;2—4;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2804;1930;15.02;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2805;1930;16.02;;отрывок;;9;;;;;
;Шпанов Н.;Холгол—остров кумки;Руль;Берлин;газета;№2805;1930;16.02;;отрывок;У самоедов;2—3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2806;1930;18.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2807;1930;19.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2808;1930;20.02;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2809;1930;21.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2810;1930;22.02;;отрывок;;4;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2811;1930;23.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2812;1930;25.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2813;1930;26.02;;отрывок;;5—6;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2814;1930;27.02;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2815;1930;28.02;;отрывок;;4;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2816;1930;01.03;;отрывок;;3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2817;1930;02.03;;отрывок;;9;;;;;
;Житков Б.;Удав;Руль;Берлин;газета;№2817;1930;02.03;;отрывок;В цирке;7;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2818;1930;04.03;;;;5—6;;;;;
;Богданов Н.;Золотая бритва;Руль;Берлин;газета;№2818;1930;04.03;;;;2—3;;;;;
;Гумилевский Л.;Игра в любовь;Руль;Берлин;газета;№2819;1930;05.03;;отрывок;;5—6;;;;;
;Шагинян М.С.;Смерть;Руль;Берлин;газета;№2835;1930;23.03;;;;2—3;;;;;
;Зорич А.;В глуши;Руль;Берлин;газета;№2835;1930;23.03;;;;7—8;;;;;
