;author_in_publication;text;name;city;type;issue ;year_publ_in_emigration;date_publ_in_emigration;description ;peculiarity;name_part;pages;year_first_in_russia;date_publ_in_russia;name_in_russia;issue_russia;source 
;Романов П. ;Московская квартира;Руль;Берлин;газета;№2853;1930;13.04;;отрывок;;2—3;;;;;
;Павленко П.;Вечер на уездной площади;Руль;Берлин;газета;№2857;1930;18.04;;отрывок;;2—3;;;;;
;Чичриков Е.;Собралась интеллигенция всех оттенков и цветов;Руль;Берлин;газета;№2863;1930;27.04;;;;7—8;;;;;
«;Добычин Л.;Портрет;Руль;Берлин;газета;№2864;1930;28.04;;отрывок;;4;;;;;
;Добычин Л.;Портрет;Руль;Берлин;газета;№2869;1930;06.05;;отрывок;;5;;;;;
;Арсеньев В.;В дебрях уссурийского края;Руль;Берлин;газета;№2878;1930;16.05;;отрывок;Амба;4;;;Блестящая книга в В Хабаровске ;;
;Арсеньев В.;В дебрях уссурийского края;Руль;Берлин;газета;№2879;1930;17.05;;отрывок;Амба;2;;;;;
;Лавренев Б.;Адрес судьбы;Руль;Берлин;газета;№2880;1930;18.05;;;;2—3;;;;;
;Левин Б.;Новые люди;Руль;Берлин;газета;№2884;1930;23.05;;;;2;;;;;
;Никифоров Г.;Глухарь;Руль;Берлин;газета;№2884;1930;23.05;;;;4;;;;;
;Яковлев А.;Счастливый штурман;Руль;Берлин;газета;№2887;1930;27.05;;;;4;;;;;
;Низовой П.;Хозяин;Руль;Берлин;газета;№2894;1930;05.06;;отрывок;Смута;2;;;Прожектор;;
;Никитин И.;Азия;Руль;Берлин;газета;№2897;1930;08.06;;;;7;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2903;1930;17.06;;отрывок;;5—6;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2904;1930;18.06;;отрывок;;5—6;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2905;1930;19.06;;отрывок;;3;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2906;1930;20.06;;отрывок;;5—6;;;;;
;Тихонов Н.;Племяш;Руль;Берлин;газета;№2906;1930;20.06;;отрывок;;4;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2907;1930;21.06;;отрывок;;3;;;;;
;Тихонов Н.;Племяш;Руль;Берлин;газета;№2907;1930;21.06;;отрывок;;2;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2908;1930;22.06;;отрывок;;5—6;;;;;
;Соколов-Микитов И.;Заморские рассказы;Руль;Берлин;газета;№2909;1930;24.06;;отрывок;Полет;2;;;;;
;Соколов-Микитов И.;Заморские рассказы;Руль;Берлин;газета;№2909;1930;24.06;;отрывок;Утки над Берлином;2—3;;;;;
;Соколов-Микитов И.;Заморские рассказы;Руль;Берлин;газета;№2909;1930;24.06;;отрывок;Самоли;3;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2909;1930;24.06;;отрывок;;5—6;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2910;1930;25.06;;отрывок;;5—6;;;;;
;Борисов Л.;Отличная память;Руль;Берлин;газета;№2910;1930;25.06;;отрывок;;4;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2911;1930;26.06;;отрывок;;3;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2912;1930;27.06;;отрывок;;5—6;;;;;
;Федин К.А.;Старик;Руль;Берлин;газета;№2913;1930;28.06;;отрывок;;3;;;;;
;Сейфулина Л.;Гибель;Руль;Берлин;газета;№2914;1930;29.06;;отрывок;;5—6;;;;;
;Соколов-Микитов И.;Заморские рассказы;Руль;Берлин;газета;№2914;1930;29.06;;отрывок;Немецкие зайцы;9;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3070;1931;01.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3071;1931;03.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3072;1931;04.01;;отрывок;;9;;;;;
;Зощенко М.М.;Предисловие;Руль;Берлин;газета;№3072;1931;04.01;;;;2, 5 ;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3073;1931;06.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3074;1931;07.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3075;1931;08.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3076;1931;09.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3077;1931;10.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3079;1931;13.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3080;1931;14.01;;отрывок;;4;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3081;1931;15.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3082;1931;16.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3083;1931;17.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3085;1931;20.01;;отрывок;;5—6;;;;;
;Ильф И. И Петров Е.;12 стульев;Руль;Берлин;газета;№3086;1931;21.01;;отрывок;Театр Колумб;2—3;;;;;Про Мейерхольда
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3087;1931;22.01;;отрывок;;5—6;;;;;
;Чуковский К.И.;Рифма;Руль;Берлин;газета;№3087;1931;22.01;;;;2;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3088;1931;23.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3089;1931;24.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3091;1931;27.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3092;1931;28.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3093;1931;29.01;;отрывок;;3;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3094;1931;30.01;;отрывок;;5—6;;;;;
;Лидин В.;Идут корабли;Руль;Берлин;газета;№3095;1931;31.01;;отрывок;;3;;;;;
;;;;;;;;;;;;;;;;;
;Савинков Б.;Эмигранты;Иллюстрированная Россия;Париж;журнал;№23;1925;15.07;;отрывок;;2—6;апр. 1925;;;;
;Савинков Б.;Эмигранты;Иллюстрированная Россия;Париж;журнал;№24;1925;01.08;;отрывок;;6—10;;;;;
;Пильняк Б.А.;Жулики;Иллюстрированная Россия;Париж;журнал;№26;1925;01.09;;;;8—11;;;Огонек;№29;
;Яковлев А.;Повольники;Иллюстрированная Россия;Париж;журнал;№27;1925;15.09;;;;1—9;;;;;
;Сейфулина Л.;Инструктор «красного молодежа»;Иллюстрированная Россия;Париж;журнал;№32;1925;01.12;;;;1—4;;;;;
;Федин К.А.;Еж;Иллюстрированная Россия;Париж;журнал;№1(34);1926;01.01;;;;1—2;;;;;
;Сейфулина Л.;Два друга;Иллюстрированная Россия;Париж;журнал;№3(36);1926;16.01;;;;1—4;;;Молодняк;;
;Инбер В.;Вода и слезы;Иллюстрированная Россия;Париж;журнал;№4(37);1926;23.01;;;;4—6;;;Огонек;;
;Сокольский Г.З.;Честный подход;Иллюстрированная Россия;Париж;журнал;№5(38);1926;30.01;;;;5—8;;;Красная Н;;
;Есенин С.А.;Слышишь, мчатся сани, слышишь сани мчатся;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;;;8;;;;;
;Есенин С.А.;Вечером синим, вечером лунным;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;;;8;;;;;
;Есенин С.А.;Голубая кофта, синие глаза;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;;;8;;;;;
;Есенин С.А.;Снежная замять крутит бойко;Иллюстрированная Россия;Париж;журнал;№6(39);1926;06.02;стихи;;;8;;;;;
;Дейч А.;Ночь Фрейда Гопкинса;Иллюстрированная Россия;Париж;журнал;№7(40);1926;13.02;;;;2, 3—6;;;Красная Н;;
;Литвинова А.;Не поняла;Иллюстрированная Россия;Париж;журнал;№7(40);1926;13.02;;;;8, 10—11;;;Огонек;;
;Федин К.А.;Блинки;Иллюстрированная Россия;Париж;журнал;№8(41);1926;20.02;;;;1—2;;;Сов сборн;;
;Листопадов М.;Травленный волк;Иллюстрированная Россия;Париж;журнал;№10(43);1926;06.03;;;;1—4;;;Красная Н;;
;Курилюк В.М.;Конец и начало;Иллюстрированная Россия;Париж;журнал;№12(45);1926;20.03;;;;8,10,12,14;;;Красная Н;;
;Саянский Л.;Телефонограмма;Иллюстрированная Россия;Париж;журнал;№14(47);1926;03.04;;;;6—8;;;;;
;Зощенко М.М.;Аристократка;Иллюстрированная Россия;Париж;журнал;№21(54);1926;22.05;;;;1,4;;;Сов сборн;;
;Зощенко М.М.;Баня;Иллюстрированная Россия;Париж;журнал;№23(56);1926;05.06;;;;5—6;;;Сов сборн;;
;Романов П. ;Страх;Иллюстрированная Россия;Париж;журнал;№24(57);1926;12.06;;;;6—8;;;П;;
;Зощенко М.М.;Жених;Иллюстрированная Россия;Париж;журнал;№25(58);1926;19.06;;;;10—11;;;Сов сборн;;
;Зощенко М.М.;Искусство Мельпомены;Иллюстрированная Россия;Париж;журнал;№25(58);1926;19.06;;;;11;;;Сов сборн;;
;Стонов Д.;Брага;Иллюстрированная Россия;Париж;журнал;№28(61);1926;10.07;;;;1—2, 4, 6—7;;;К.Н;;
;Романов П. ;Любовь;Иллюстрированная Россия;Париж;журнал;№29(62);1926;14.07;;;;7—12;;;;;
;Зощенко М.М.;Святочная история;Иллюстрированная Россия;Париж;журнал;№30(63);1926;24.07;;;;8—9;;;Сов сборн;;
;Зощенко М.М.;Шипы и розы;Иллюстрированная Россия;Париж;журнал;№30(63);1926;24.07;;;;9—10;;;Сов сборн;;
;Романов П. ;Неподходящий человек;Иллюстрированная Россия;Париж;журнал;№32(65);1926;07.08;;;;1—5;;;Сов сборн;;
;Грин А.С.;Золотий пруд;Иллюстрированная Россия;Париж;журнал;№33(66);1926;14.08;;;;18—19;;;;;
;Бабель И.Э.;Эскадронный Трунов;Иллюстрированная Россия;Париж;журнал;№34(67);1926;21.08;;;;1—5;;;Сов сборн;;
;Грин А.С.;Позорный столб;Иллюстрированная Россия;Париж;журнал;№34(67);1926;21.08;;;;16—18;;;Сов сборн;;
;Карпов Н.А.;Ходатай по делам;Иллюстрированная Россия;Париж;журнал;№35(68);1926;28.08;;;;6—7;;;;;
;Карпов Н.А.;Калиф на час;Иллюстрированная Россия;Париж;журнал;№35(68);1926;28.08;;;;7—8;;;;;
;Карпов Н.А.;По рабкредиту;Иллюстрированная Россия;Париж;журнал;№35(68);1926;28.08;;;;8—9;;;;;
