number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_excerpt ;compiler;place_of_edition;year_of_edition;edition ;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
1998;Орлов-Чесменский А.Г.;м;Письмо А. Г. Орлова-Чесменского своему управляющему, крпеостному Ивану Терентьевичу Кабанову;;проза;1807;письмо;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
1999;Неплюев И.И.;м;Записки И. И. Неплюева;;проза;1823;записки;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2000;Данилов М..;м;Записки майора М. В. Данилова;;проза;1711;записки;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2001;Долгорукова Н.Б.;ж;Записки Долгоруковой;;проза;1817;записки;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2002;Кантемир А.Д.;м;К уму своему;На хулящих учение;поэзия;1729;стихотворение;нет;нет;Уме недозрелый, плод недолгой науки!;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2003;Тредиаковский В.К.;м;Тилемахида;;поэзия;1766;поэма;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2004;Сумароков А.П.;м;Епистола о русском языке;;поэзия;1748;стихотворение;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2005;Сумароков А.П.;м;Наставление хотящим быть писателями;;проза;1774;статья;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2006;Ломоносов М.В.;м;Рассуждения о пользе книг церковных в российском языке;;проза;1757;стихотворение;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2007;Ломоносов М.В.;м;Ода, выбранная из Иова;;поэзия;1751;ода;нет;нет;О ты, что в горести напрасно;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2008;Ломоносов М.В.;м;Утреннее размышление о Божием Величества;;поэзия;1743;ода;нет;нет;Уже прекрасное светило;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2009;Ломоносов М.В.;м;Вечернее размышление о Божием величестве при случае великого северного сияния;;поэзия;1743;ода;нет;нет;Лицо свое скрывает день;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2010;Ломоносов М.В.;м;Ода на день восшествия на всероссийский престол ее величества государыни императрицы Елисаветы Петровны 1747 года;;поэзия;1747;ода;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2011;Сумароков А.П.;м;Хорев;;драма;1747;трагедия;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2012;Херасков М.М.;м;Россияда;;поэзия;1779;поэма;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
2013;Ломоносов М.В.;м;Послание к И. И. Шувалову о пользе стекла;;поэзия;1752;стихотворение;нет;нет;;П.М.Бицилли;Париж;1932;1;;учебник;II;;Бицилли.Ч.2_1932
