number;author;gender;text;title_of_textbook;kind_of_literature;year;genre;whole;retelling;start_of_excerpt ;compiler;place_of_edition;year_of_edition;edition ;level_of_education;kind_of_book;part_of_edition;notes;biblio_id
761;Мамин-Сибиряк Д.Н.;м;Приемыш;Друзья;проза;1891;рассказ;нет;нет;Дождливый день я подходил к Светлому озеру;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
762;Короленко В.Г.;м;Огоньки;;проза;1901;рассказ;нет;нет;Как-то давно, тёмным осенним вечером, случилось мне плыть по угрюмой сибирской реке. Вдруг на повороте реки, впереди, под тёмными горами мелькнул огонёк.;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
763;б/а;;Жены декабристов;;проза;;статья;;;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
764;Некрасов Н.А.;м;Русские женщины;Княгиня Трубецкая;поэзия;1872;поэма;нет;нет;Разговор с губернатором в Иркутске;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
765;Гольц-Миллер И.И.;м;Слу-шай!;Слушай;поэзия;1863;поэма;нет;нет;Как дело измены, как совесть тирана,;Е.Арронет;Рига;1924;1;;хрестоматия;I;автор указан ошибочно,указан  Михайлов М.Л.;Арронет.Ч.1_1924
766;Гончаров И.А.;м;Фрегат Паллада;Сибирская пурга;проза;1858;роман;нет;нет;Пурга - это снежный ураган, который застилает мраком небо;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
767;Короленко В.Г.;м;Мороз;Зима в восточной Сибири;проза;1901;роман;нет;нет;Я только что получил место и ехал с товарищем на прииск.;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
768;Толстой А.К.;м;Колодники;;поэзия;1850;стихотворение;да;нет;Спускается солнце за степи;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
769;Достоевский Ф.М.;м;Записки из мертвого дома;Пленный орел;проза;1862;роман;нет;нет;Проживал у нас тоже некоторое время в остроге орел;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
770;Пушкин А.С.;м;Узник;;поэзия;1821;стихотворение;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
771;Короленко В.Г.;м;Ат-Даван;;проза;1892;рассказ;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
772;Короленко В.Г.;м;Марусина заимка;Пахарь Тимоха;проза;1902;рассказ;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
773;Плетнев П.А.;м;Жизнь и сочинения Ивана Андреевича Крылова;Анектоды о Крылове;проза;1847;;нет;нет;Домашняя жизнь Крылова еще более выказывала в нем особенностей.;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
774;Крылов И.А.;м;Ларчик;;поэзия;1808;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
775;Крылов И.А.;м;Лягушка и вол;;поэзия;1808;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
776;Крылов И.А.;м;Собачья дружба;;поэзия;1815;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
777;Крылов И.А.;м;Волк на псарне;;поэзия;1812;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
778;Крылов И.А.;м;Осел и соловей;;поэзия;1811;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
779;Крылов И.А.;м;Крестьянин в беде;;поэзия;1811;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
780;Крылов И.А.;м;Слон и Моська;;поэзия;1808;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
781;Крылов И.А.;м;Обезьяна;;поэзия;1808;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
782;Крылов И.А.;м;Мешок;;поэзия;1809;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
783;Крылов И.А.;м;Гуси;;поэзия;1811;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
784;Крылов И.А.;м;Свинья;;поэзия;1811;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
785;Крылов И.А.;м;Квартет;;поэзия;1811;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
786;Крылов И.А.;м;Волк и лисица;;поэзия;1816;басня;нет;нет;Лиса, курятинки накушавшись досыта;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
787;Крылов И.А.;м;Любопытный;;поэзия;1814;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
788;Крылов И.А.;м;Лев на ловле;;поэзия;1808;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
789;Крылов И.А.;м;Фортуна в гостях;;поэзия;1816;басня;да;нет;;Е.Арронет;Рига;1924;1;;хрестоматия;I;;Арронет.Ч.1_1924
790;Райнис;м;Речи длины всегда;;поэзия;;стихотворение;нет;нет;Речи длины всегда, / но безмолствует труд ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
791;Северянин И.;м;Русская;Утренняя песенка;поэзия;1910;стихотворение;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
792;б/а;;Утренние лучи ;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
793;де Амичис Э.;м;После каникул;;проза;;рассказ;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
794;Толстой Л.Н.;м;Знание лучше богатство;;проза;1875;рассказ;нет;нет;У одного купца было два сына;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
795;Некрасов Н.А.;м;Школьник;;поэзия;1856;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
796;б/а;;Была бы охота, а выучиться можно;;проза;;;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
797;Никитин И.С.;м;Утро на берегу озера;;поэзия;1854;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
798;б/а;;Храбрый еж ;;проза;;;;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
799;Толстой А.К.;;Где гнутся над омутом лозы;;поэзия;1856;стихотворение;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
800;б/а;;Синичка;;проза;;;;нет;Суровой зимой прилетела синичка к окну крестьянской избы ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
801;б/а;;За море синичка не пышно жила;;поэзия;;песня;;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
802;б/а;;Городской мальчик в поле ;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
803;Ушинский К.Д.;м;Как рубашка в поле выросла ;;проза;;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
804;б/а;;Убитая птичка;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
805;Северянин И.;м;В парке плакала девочка;;поэзия;1910;стихотворение;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
806;Туманский Ф.А;;Птичка;;поэзия;1826;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
807;б/а;;Птичьи гнезда;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
808;Некрасов Н.А.;м;Дедушка Мазай и зайцы;;поэзия;1873;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
809;б/а;;Жаба;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
810;Толстой Л.Н.;м;Акула;;проза;1875;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
811;Белоусов И.А.;м;В лесу;;драма;;пьеса;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
812;Пушкин А.С.;м;Евгений Онегин;Наступление осени;;1833;роман в стихах;нет;нет;Уж небо осенью дышало;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
813;б/а;;Осень в древнях;;проза;;;;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
814;Некрасов Н.А.;м;Железная дорога;Славная осень;поэзия;1865;поэма;нет;нет;Славная осень! Здоровый,  ядреный;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
815;Плещеев А.Н.;м;Скучная картина;;поэзия;1860;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
816;б/а;;Осень в дрене и в городе ;;проза;;;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
817;Некрасов Н.А.;м;Несжатая полоса;;поэзия;1854;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
818;Сологуб Ф.К.;м;Мелкий бес;Осенью;проза;1905;роман;нет;нет;Сад желтел и пестрел плодами да поздними цветами ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
819;Бальмонт К.Д.;м;К зиме;;поэзия;1905;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
820;б/а;;Проказы старухи зимы;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
821;б/а;;Морозка;;проза;;сказка;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
822;Пушкин А.С.;м;Зимняя дорога;;поэзия;1826;стихотворение;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
823;Фет А.А.;м;Зимняя картина;;проза;1842;стихотворение;да;нет;Кот поет, глаза прищуря;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
824;б/а;;Два мороза;;проза;;сказка;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
825;Пушкин А.С.;м;Зимний вечер;;поэзия;1825;стихотворение;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
826;б/а;;Снегурочка;;проза;;сказка;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
827;Некрасов Н.А.;м;Мороз Красный нос;Мороз;поэзия;1863;поэма;нет;нет;Не ветер бушует над бором;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
828;Ушинский К.Д.;м;Ожидание весны;;поэзия;;стихотворение;нет;нет;На зимних полях не ищите цветов;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
829;Тютчев Ф.И.;м;Весенние воды ;;поэзия;1830;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;указан автор Плещеев;Паэгле.Ч.2_1924
830;Чехов А.П.;м;Весной;;проза;1886;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
831;Толстой А.К.;м;Послений снег;;поэзия;1856;стихотворение;да ;нет;Вот уж снег последний в поле тает;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
832;Плещеев А.Н.;м;Весна;;поэзия;1873;стихотворение;да;нет;Уж тает снег, бегут ручьи ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
833;Чехов А.П.;м;Весной;Весной в городе;проза;1886;рассказ;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
834;Фет А.А.;м;Весеннее утро;;поэзия;1843;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
835;Пушкин А.С.;м;Евгений Онегин;;проза;1833;роман в стихах;нет;нет;Гонимы вешними лучами;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
836;Тютчев Ф.И.;м;Весенняя гроза;;поэзия;1828;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
837;б/а;;Летнее утро ;;проза;;;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
838;Скалбе К.;м;Вечером;;поэзия;;стихотворение;нет;нет;По небу, в закате багряном ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
839;Лехман Ш.;м;Сказка о листопаде;Листопад;драма;;пьеса;;;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
840;Пушкин А.С.;м;Руслан и Людмила;Сказачное царство;поэзия;1820;поэма;нет;нет;У лукоморья дуб зеленый;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
841;Крылов И.А.;м;Стрекоза и муравей;;поэзия;1808;басня;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
842;Крылов И.А.;м;Зеркало и обезьяна;;поэзия;1816;басня;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
843;Крылов И.А.;м;Мартышка и очки ;;поэзия;1815;басня;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
844;Крылов И.А.;м;Любопытный;;поэзия;1814;басня;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
845;Крылов И.А.;м;Квартет;;поэзия;1811;басня;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
846;б/а;;Волк и собака;;проза;;;да;нет;Худой волк ходил возле деревни;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
847;Измайлов А.Е.;м;Ученый;;поэзия;;басня;да;нет;К родителям простым на лето / приехал сын из университета ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
848;Измайлов А.Е.;м;Придворный насморк;;поэзия;;басня;да;нет;Придворный штат у Льва в пещере собрался, / В числе его Медведь, Собака и Лиса;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
849;б/а;;Кот, козел да баран ;;проза;;сказка;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
850;Андерсен Г.Х.;м;Пятеро из одного стручка;;проза;;повесть;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
851;Мамин-Сибиряк Д.Н.;м;Сказка про Комара Комаровича  Длинный нос и про мохнатого Мишу Короткий хвост;;проза;;сказка;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
852;Мамин-Сибиряк Д.Н.;м;Сказка про храброго Зайца длинные уши, косые глаза, короткий хвост;;проза;1883;сказка;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
853;Гаршин В.М.;м;Лягушка-путешественница;;проза;1887;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
854;б/а;;Илья Муромец;Исцеление Ильи ;поэзия;;былина;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
855;б/а;;Илья Муромец;Илья и разбойники;поэзия;;былина;нет;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
856;Бунин И.А.;м;В поезде;;поэзия;1893;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
857;Бальмонт К.Д.;м;Глушь;;поэзия;1900;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
858;Толстой Л.Н.;м;Воробей и ласточки;Воробей и ласточка;проза;;;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
859;Тургенев И.С.;м;Воробей;;;1878;стихотворение в прозе;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
860;б/а;;Ручей;;поэзия;;стихотворение;да ;нет;К далекому морю из горных ключей / несет свои воды холодный ручей ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
861;б/а;;Сын пахаря ;;поэзия;;стихотворение;да ;нет;Матушка.. Матушка.. Бедная хилая… дом мой и садик;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
862;Мамин-Сибиряк Д.Н.;м;На вольном воздухе;;проза;;рассказ;да;нет;Костя готовился к охоте и пришел ночевать к Сереже. ;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
863;Суриков И.З.;м;Если б легкой птицы;;поэзия;1876;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
864;Тургенев И.С.;м;Перепелка;Материнская любовь ;проза;1882;повесть;нет;нет;Раз мы вдвоем с товарищем охотились на тетеревов;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
865;Мамин-Сибиряк Д.Н.;м;Емеля-охотник;Олененок;проза;1884;рассказ;нет;нет;Три дня бродил Емеля по лесу;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
866;Лермонтов М.Ю.;м;Утес;;поэзия;1843;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
867;Некрасов Н.А.;м;Крестьянские дети;Мужичок с ноготок;поэзия;1861;поэма;нет;нет;Однажды, в студеную зимнюю пору;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
868;Чехов А.П.;м;Ванька;;проза;1886;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
869;Огарев Н.П.;м;Деревенский сторож ;;поэзия;1840;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
870;б/а;;Самоучка;;проза;;;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
871;Языков Н.М.;м;Пловец;;поэзия;1844;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
872;Чириков Е.Н.;м;Коля и Колька;;проза;1904;рассказ;нет;нет;Вечереет. По снежной, безбрежной равнине трусит пара запряженных гусем лошадок;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
873;б/а;;Дети улицы;;поэзия;;стихотворение;да;нет;Ночью над постелью вам не шепчет мама;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
874;Телешов Н.Д.;м;Елка дедушки Митрича;;проза;1897;рассказ;нет;нет;Вдали от городской заставы;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
875;Немирович-Данченко В.И.;м;Турчаночка;;проза;;;;нет;Сражения с турками кончилось;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
876;Гоголь Н.В.;м;Мертвые души;Сапожник;проза;1842;поэма;нет;нет;Учился сапожник у немца;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
877;б/а;м;Товарищи;;проза;;;нет;нет;Андрей и Павел работают в каменноугольных копях;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
878;Брюсов В.Я.;м;Я люблю большие дома;Город;поэзия;1900;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
879;Шер И. Ф.;м;Песня о добром товарище;;поэзия;;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
880;Андреев Л.Н. ;м;Великан;;проза;1908;рассказ;да;нет;Вот пришел великан, большой, большой великан;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
881;Чехов А.П.;м;Не в духе;;проза;1884;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
882;Лермонтов М.Ю.;м;Парус;;поэзия;1832;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
883;Горький М. ;м;Детство Ильи;Из детства;проза;1900;рассказ;нет;нет;Сорок лет назад пароходы плавали медленно;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
884;Блок А.А.;м;Свирель запела на мосту;На мосту;поэзия;1908;стихотворение;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
885;Толстой Л.Н.;м;Как чертенок краюшку выкупал ;;проза;1886;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
886;Толстой Л.Н.;м;Течение воды;;проза;1886;рассказ;да;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
887;Насимович А.Ф. ;м;Старик и звери ;;драма;;пьеса;;нет;;Л.М.Паэгле ;Рига;1924;2;;книга для чтения;II;;Паэгле.Ч.2_1924
888;Гоголь Н.В.;м;Шинель;;проза;1842;повесть;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;II;;Колосья.Ч.2_1924
889;Дорошевич В.М.;м;Не те пятки ;;проза;1926;рассказ;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;II;;Колосья.Ч.2_1924
890;Чехов А.П.;м;Дачники;;проза;1885;рассказ;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;II;;Колосья.Ч.2_1924
891;Ремизов А.М.;м;Взвихренная Русь;Белое сердце;проза;1922;рассказ;да;нет;Ждал я трамвая.;Фр.Спевак;Прага;1924;1;;хрестоматия;II;;Колосья.Ч.2_1924
892;Тургенев И.С.;м;Малиновая вода;;проза;1848;повесть;да;да;;Фр.Спевак;Прага;1924;1;;хрестоматия;III;;Колосья.Ч.3_1924
893;Аверченко А.Т.;м;Пернатое;;проза;1910;рассказ;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;III;;Колосья.Ч.3_1924
894;Тэффи Н.А.;ж;Летчик;;проза;1920;рассказ;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;III;;Колосья.Ч.3_1924
895;Горький М. ;м;Макар Чудра;;проза;1892;рассказ;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;III;;Колосья.Ч.3_1924
896;Немирович-Данченко В.И.;м;В бурю;;проза;;;;нет;Море ревело, как громадный зверь, у могучего и злобного врага оспаривая добычу. ;Фр.Спевак;Прага;1924;1;;хрестоматия;III;;Колосья.Ч.3_1924
897;Толстой Л.Н.;м;Две различные версии истории улья с лубочной крышкой;История улья с лубочной крышкой;проза;1900;рассказ;да;нет;;Фр.Спевак;Прага;1924;1;;хрестоматия;III;;Колосья.Ч.3_1924
898;Белинский В.Г.;м;Литературные мечтания;;критика;1834;статья;нет;да;У нас до сих пор нет литературы;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
899;Белинский В.Г.;м;Речь о критике;;критика;1843;статья;нет;да;Свобода творчества легко согласуется со служением современников;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
900;Аксаков С.Т.;м;Письмо к отцу;;проза;1846;письмо;нет;нет;Много я ездил по России;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
901;Тургенев И.С.;м;Бурмистр;;проза;1847;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
902;Тургенев И.С.;м;Малиновая вода;;проза;1848;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
903;Тургенев И.С.;м;Лыгов;;проза;1847;повесть;нет;да;Скажи, пожалуйста, -- начал я;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
904;Тургенев И.С.;м;Бирюк;;проза;1848;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
905;Тургенев И.С.;м;Хорь и Калиныч;;проза;1847;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
906;Тургенев И.С.;м;Бежин луг;;проза;1851;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
907;Тургенев И.С.;м;Касьян с Красивой Мечи;;проза;1847;повесть;нет;да;Барин, а барин! Ну для чего ты пташку убил;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
908;Тургенев И.С.;м;Певцы;;проза;1847;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
909;Тургенев И.С.;м;Живые мощи;;проза;1874;повесть;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
910;Тургенев И.С.;м;Рудин;;проза;1856;роман;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
911;Тургенев И.С.;м;Дворянское гнездо;;проза;1859;роман;нет;да;;В.Д.Осмоловский;Рига;1925;1;;учебник;V;;Осмоловский.Ч.5_1925
